SK_ID_CURR,AGE,ANNUAL_INCOME,LOAN_AMOUNT,EMPLOYMENT_YEARS,CREDIT_SCORE,EXISTING_LOANS,TARGET
102192,28,78866,19123,11,835,1,0
102193,58,92104,98668,9,573,1,0
102194,28,120905,71615,30,838,0,1
102195,23,104577,50278,21,353,3,0
102196,64,26080,95290,22,354,0,1
102197,23,33854,56999,22,576,1,0
102198,42,142013,36153,14,742,2,0
102199,26,87695,23344,25,717,2,1
102200,22,47025,42656,2,524,4,1
102201,43,72982,75515,22,554,2,0
102202,64,61081,6212,19,475,3,1
102203,22,24368,14001,39,445,4,0
102204,58,119621,83784,38,684,3,0
102205,37,139181,86144,7,561,2,1
102206,55,47094,41427,17,830,2,0
102207,54,66040,36368,5,670,1,1
102208,43,86766,75819,26,496,3,1
102209,50,103053,66160,35,583,0,1
102210,28,43991,30854,14,601,1,1
102211,42,21301,15715,36,431,3,0
102212,64,48610,86701,4,419,4,1
102213,56,101463,63784,38,435,3,0
102214,25,54678,31797,8,828,4,0
102215,33,44466,52573,6,333,4,1
102216,49,100440,81120,19,831,2,1
102217,51,60875,19780,9,507,0,0
102218,36,46081,42905,25,598,3,0
102219,62,44354,26573,3,821,0,1
102220,50,113297,38359,37,393,4,0
102221,36,38300,71062,23,713,2,1
102222,32,84384,78391,13,670,0,1
102223,37,115027,48463,0,708,1,0
102224,36,141684,21571,16,682,4,1
102225,32,80892,24142,23,740,1,1
102226,28,55525,30104,26,746,0,0
102227,40,46532,13625,6,370,0,0
102228,23,26464,44199,8,383,0,0
102229,36,36562,20926,34,508,3,1
102230,50,127392,36218,11,558,4,1
102231,43,75514,49472,20,538,4,1
102232,48,133428,96916,2,601,4,0
102233,60,132564,25566,14,531,3,0
102234,25,128047,61125,20,581,0,0
102235,40,94219,38205,9,693,0,0
102236,60,52634,34717,32,717,1,1
102237,64,20060,54984,5,505,3,1
102238,21,29269,30135,1,563,2,1
102239,50,83143,33164,28,610,3,0
102240,41,43065,79489,39,378,1,1
102241,40,22895,43562,32,641,1,1
102242,26,100859,74110,3,394,1,1
102243,42,32352,25169,3,650,0,0
102244,38,130179,64858,28,361,2,0
102245,28,69737,26604,36,441,1,0
102246,59,124127,94670,19,410,4,0
102247,52,116426,93738,22,826,0,0
102248,53,52016,5684,17,456,2,1
102249,36,81304,13007,24,838,4,1
102250,32,31962,46787,0,308,2,0
102251,58,53302,54582,14,575,2,1
102252,54,105382,79791,33,526,4,1
102253,34,24011,88629,19,485,3,1
102254,56,149716,10782,36,515,2,1
102255,53,39782,71770,26,732,3,1
102256,43,87691,62645,21,655,2,1
102257,22,140654,36996,4,691,4,0
102258,61,142017,34204,33,574,2,0
102259,41,59725,22152,38,793,1,1
102260,22,29196,60186,2,750,1,1
102261,47,63459,95555,16,719,2,0
102262,29,107245,90024,23,463,4,0
102263,21,149613,24689,23,482,4,1
102264,31,98863,55690,2,609,0,1
102265,23,143206,99042,6,316,4,0
102266,43,139391,88251,24,745,3,0
102267,46,121010,62320,2,469,2,1
102268,24,52769,69226,14,579,1,1
102269,38,127529,61091,28,639,4,0
102270,26,145361,84301,28,818,1,1
102271,55,44700,26942,9,310,0,1
102272,42,135792,43712,31,823,2,1
102273,63,100356,70277,22,432,4,1
102274,35,96427,54632,38,447,1,1
102275,42,120165,43031,8,378,4,1
102276,57,25269,25478,36,645,0,1
102277,62,141631,27551,39,548,1,1
102278,32,63880,53068,13,841,1,1
102279,62,134003,98608,3,323,2,1
102280,58,28320,40561,19,770,2,1
102281,38,69589,7892,27,500,1,1
102282,55,139534,29395,13,430,2,1
102283,50,96276,23756,33,655,1,1
102284,44,55897,92710,12,449,3,1
102285,62,78565,39651,30,825,4,0
102286,50,50930,71333,32,603,3,1
102287,34,77233,78745,38,840,3,0
102288,26,102821,54306,27,349,4,1
102289,23,34380,26346,24,763,1,0
102290,36,96896,33024,31,539,1,1
102291,27,90934,99950,8,781,2,1
102292,34,75830,45818,27,754,0,1
102293,29,25529,10947,30,582,1,0
102294,35,141292,80153,16,634,4,1
102295,41,114598,91240,22,651,0,0
102296,55,122222,99238,12,626,4,1
102297,22,102987,72428,9,635,4,0
102298,47,69178,34754,15,380,4,0
102299,22,26937,68355,5,386,0,0
102300,55,141952,63241,10,557,3,0
102301,38,59886,73960,2,484,4,1
102302,34,69699,18418,27,422,2,1
102303,40,96396,93593,14,395,1,1
102304,38,110678,60184,12,814,1,1
102305,30,45279,9833,16,742,1,1
102306,45,58106,80430,6,813,0,1
102307,22,130776,46833,27,670,2,0
102308,45,121444,5565,37,604,2,1
102309,53,126300,45180,12,656,2,1
102310,56,133793,23402,16,447,2,1
102311,51,136278,47845,14,584,2,0
102312,34,99737,80851,35,561,3,1
102313,21,60544,17834,27,790,2,1
102314,36,123247,72850,14,330,2,0
102315,23,131190,42180,10,567,0,1
102316,55,28997,8883,30,311,0,0
102317,61,126102,80587,3,490,2,0
102318,26,105711,16695,34,699,3,1
102319,45,136045,28123,33,836,2,0
102320,33,60860,63481,26,390,2,0
102321,54,23225,78438,9,800,2,1
102322,28,130114,22573,29,600,4,1
102323,41,79470,99910,19,410,3,1
102324,54,133218,61494,28,379,1,0
102325,24,148854,17288,28,732,2,1
102326,45,120764,51978,22,716,1,0
102327,35,127041,77420,20,513,3,1
102328,24,132224,81095,9,746,2,0
102329,32,83656,59672,11,317,1,0
102330,52,71880,66821,29,353,1,1
102331,52,81078,88661,32,539,3,1
102332,48,108646,74224,17,717,2,0
102333,33,96290,94405,13,785,4,1
102334,51,76633,59796,21,743,3,0
102335,34,46655,49706,20,422,4,1
102336,40,141118,9023,0,719,2,0
102337,38,63601,87636,14,515,1,0
102338,49,23114,41735,35,719,3,1
102339,26,46502,77959,21,527,3,0
102340,52,69768,44218,31,536,3,1
102341,49,68128,17213,32,629,0,0
102342,63,40028,33460,38,768,2,1
102343,22,75565,69680,22,786,0,1
102344,43,103123,36017,1,848,3,0
102345,39,128255,97038,1,714,3,0
102346,51,55333,35990,37,518,4,1
102347,25,23174,24515,28,680,0,0
102348,39,137769,34991,2,386,1,0
102349,54,55398,12634,38,760,2,0
102350,30,55929,82034,6,710,1,1
102351,45,24321,81452,35,824,1,1
102352,22,143549,34377,28,746,2,1
102353,31,115971,38001,36,599,3,0
102354,51,131508,6391,35,707,4,1
102355,35,75421,70206,22,674,3,0
102356,29,92635,47215,15,532,3,0
102357,43,43760,84720,30,348,0,1
102358,39,31360,32114,33,485,1,1
102359,29,30313,16882,0,504,1,1
102360,55,131806,22273,17,377,1,0
102361,41,105998,50647,39,780,4,1
102362,29,25801,87665,14,685,4,0
102363,48,34130,69892,16,493,4,1
102364,27,34271,47679,9,402,2,0
102365,36,36075,5427,19,675,4,0
102366,36,122455,71267,5,586,0,1
102367,53,127215,5799,7,781,0,0
102368,24,38984,60659,33,549,3,0
102369,24,108095,99409,31,500,3,1
102370,59,80942,12025,3,835,3,0
102371,60,32861,19481,38,760,3,1
102372,37,118970,30411,19,599,0,0
102373,57,102203,19961,23,777,3,0
102374,59,91376,26767,23,382,0,0
102375,49,81247,56690,25,757,4,1
102376,56,89101,57870,24,597,4,1
102377,58,128730,41135,35,663,2,0
102378,59,40977,69514,6,339,3,1
102379,57,70617,91928,9,639,4,0
102380,55,77473,83798,11,815,4,0
102381,27,106654,75765,0,407,1,1
102382,47,108177,28772,24,615,1,1
102383,48,92902,23799,15,413,0,1
102384,42,112172,28555,4,466,2,1
102385,34,35630,97152,18,560,1,0
102386,27,40056,24333,3,523,2,0
102387,57,27382,9261,5,561,4,1
102388,42,75739,74002,25,550,0,0
102389,25,101685,51553,38,825,2,1
102390,22,68639,8088,38,425,1,1
102391,47,79838,50783,8,505,4,1
102392,41,66041,6115,13,439,3,0
102393,58,20992,75114,8,361,4,0
102394,35,92394,73126,14,582,1,0
102395,41,87657,77908,36,353,1,1
102396,30,47160,74109,19,645,3,1
102397,43,65156,7978,7,823,4,0
102398,59,71375,14422,31,435,2,1
102399,25,106442,48626,20,629,2,1
102400,21,39572,94233,18,443,4,1
102401,33,137925,61174,28,735,2,1
102402,41,24136,42743,30,581,4,1
102403,46,81868,75461,5,435,4,1
102404,41,102263,62199,3,788,1,0
102405,38,52167,34430,28,700,0,0
102406,57,130957,33834,2,748,1,1
102407,52,35479,29435,0,569,2,1
102408,56,139392,92212,14,316,0,1
102409,37,51376,60797,20,568,4,1
102410,55,24823,48554,30,781,2,1
102411,31,145156,59555,6,518,3,1
102412,41,90456,90350,16,618,2,1
102413,46,39585,19716,18,537,0,0
102414,24,123775,65261,38,844,0,1
102415,54,37272,32528,2,584,4,0
102416,38,46619,6995,29,336,3,1
102417,60,95069,27414,34,402,4,1
102418,55,59895,18844,28,729,3,1
102419,61,23720,41659,13,538,3,1
102420,49,39267,20522,34,424,4,0
102421,49,35696,79034,27,487,2,1
102422,58,49968,47322,29,555,1,1
102423,62,73364,72638,25,829,3,0
102424,41,43345,13524,6,691,0,0
102425,62,71567,35846,38,767,4,1
102426,33,111229,78643,30,552,2,1
102427,61,81607,65096,4,475,3,1
102428,37,39385,88804,34,765,2,0
102429,29,103658,52703,13,588,4,1
102430,61,86900,29399,35,349,0,1
102431,21,88244,80160,26,303,3,1
102432,22,85425,97662,23,799,3,1
102433,49,98518,93667,39,522,2,0
102434,53,102844,53591,28,561,4,1
102435,30,52919,25714,21,834,1,1
102436,60,110697,40877,7,675,3,0
102437,41,77196,89106,14,360,0,1
102438,48,135600,83018,4,655,3,1
102439,31,120625,64136,3,323,3,0
102440,54,99401,38414,10,592,1,0
102441,28,20495,91576,17,655,1,1
102442,42,64755,83943,29,328,4,1
102443,28,87684,50468,14,656,3,0
102444,35,53324,84702,5,664,3,1
102445,37,98929,77108,15,708,2,0
102446,43,21552,97508,39,565,2,1
102447,44,71272,51835,8,590,0,1
102448,39,55853,68333,33,452,0,0
102449,25,138192,47464,26,518,2,1
102450,52,52924,27923,12,472,0,0
102451,64,94462,66855,35,311,3,0
102452,21,116387,72445,26,815,1,1
102453,43,43889,72619,8,661,3,1
102454,57,125466,51146,4,776,2,1
102455,28,74675,65032,21,381,4,1
102456,33,142231,22140,30,639,4,1
102457,28,93591,7670,2,740,2,0
102458,43,90190,41519,29,525,3,1
102459,63,42634,49512,20,670,0,1
102460,21,52363,62811,34,327,0,0
102461,44,83752,19691,5,315,4,1
102462,55,97004,39262,27,576,2,0
102463,44,76398,59892,31,632,2,1
102464,37,118458,30595,36,782,1,1
102465,25,60718,62207,24,587,4,1
102466,40,133627,38440,31,413,2,0
102467,41,102916,13630,34,337,1,1
102468,60,46870,36250,21,753,0,1
102469,51,57394,99334,23,465,4,1
102470,56,72057,82518,38,504,4,0
102471,31,99795,79191,29,544,2,1
102472,35,100409,69791,31,632,2,0
102473,39,33016,89118,30,695,3,1
102474,27,62137,68753,22,806,0,1
102475,48,20153,65520,39,420,0,1
102476,63,27853,9008,32,558,1,1
102477,25,32379,49464,24,709,1,1
102478,25,35792,5496,35,609,3,0
102479,50,141169,28212,23,367,0,1
102480,52,58367,25637,30,413,1,1
102481,28,38100,50227,38,519,0,1
102482,30,146082,87413,12,519,0,1
102483,58,133089,88346,9,772,1,1
102484,52,83456,14884,22,685,2,0
102485,48,31049,73259,17,597,2,1
102486,37,20786,54810,31,552,1,1
102487,51,89904,9761,32,704,3,1
102488,28,50699,78166,35,791,4,1
102489,60,142784,21375,27,656,0,0
102490,45,67691,30218,15,727,4,0
102491,29,57040,35565,15,514,1,1
102492,22,138455,37975,17,679,0,0
102493,35,112990,32073,7,513,4,0
102494,23,77986,74726,15,397,2,1
102495,56,58762,6883,10,827,3,0
102496,24,43600,73422,5,827,4,1
102497,34,114774,54629,0,834,3,1
102498,61,110777,69170,11,848,2,1
102499,61,39810,79489,37,627,4,1
102500,45,105703,13381,27,464,1,1
102501,30,107347,28238,16,415,0,0
102502,41,125315,18795,0,449,2,1
102503,56,77204,67999,31,817,3,1
102504,32,40085,54907,7,331,3,1
102505,47,66854,14638,39,592,2,0
102506,60,94797,75467,23,476,1,1
102507,22,104269,47623,9,360,1,1
102508,33,59779,43492,38,715,3,1
102509,52,76207,31411,38,682,2,1
102510,51,114615,25534,9,306,2,1
102511,36,53980,34181,35,384,0,1
102512,52,76117,24996,24,697,3,1
102513,52,34141,77089,9,692,1,1
102514,54,29344,88609,18,346,4,1
102515,31,125008,77666,14,640,1,0
102516,30,35896,34405,15,797,1,1
102517,35,109353,76325,1,777,4,1
102518,37,49813,33930,28,725,3,0
102519,60,104431,22529,3,725,0,0
102520,38,85679,58546,28,814,1,0
102521,29,30681,12942,30,428,1,1
102522,45,92903,12548,16,548,3,0
102523,60,23228,23296,9,430,3,0
102524,34,24582,56016,26,622,2,0
102525,45,98683,5296,14,842,3,0
102526,42,31397,72945,30,365,3,1
102527,50,58799,64980,20,400,1,1
102528,40,57011,61782,25,330,0,0
102529,41,99183,39229,37,490,1,1
102530,64,113254,58444,35,714,3,0
102531,52,64264,40036,16,799,2,1
102532,41,62317,44322,2,345,0,0
102533,55,67914,32167,13,388,2,1
102534,52,104633,56667,12,674,4,1
102535,50,122489,99527,26,545,2,0
102536,59,144237,88337,0,556,2,1
102537,32,65254,56468,16,651,3,1
102538,61,60096,77894,33,404,3,1
102539,38,73785,58084,13,636,3,0
102540,41,72344,68138,16,825,3,0
102541,33,134988,27588,2,600,3,0
102542,41,102643,67901,33,376,2,1
102543,28,140382,22671,39,810,4,1
102544,60,88546,88038,24,529,3,1
102545,27,91091,95664,1,331,4,1
102546,43,85603,36645,33,357,4,1
102547,64,48412,12637,25,403,1,0
102548,52,130489,5660,30,611,1,1
102549,31,71658,11922,8,366,0,1
102550,42,119841,98697,29,673,1,1
102551,42,69549,49721,19,534,3,1
102552,63,147595,62256,20,411,4,1
102553,45,31549,74506,28,688,0,1
102554,42,91216,73943,24,707,1,1
102555,48,45739,32843,37,353,2,0
102556,49,41209,14046,24,538,0,1
102557,33,127051,94336,8,594,3,0
102558,38,107968,68985,38,411,4,1
102559,22,35116,85083,25,387,3,1
102560,49,40045,35346,36,775,3,1
102561,41,46327,93284,15,603,2,1
102562,35,55709,96384,36,604,2,1
102563,47,63617,58526,11,589,4,1
102564,51,80139,78143,23,507,1,0
102565,35,46905,41787,25,669,3,1
102566,43,84148,38583,19,519,1,1
102567,44,92603,17563,8,530,4,1
102568,64,118095,51060,22,648,3,1
102569,33,139779,38690,38,554,1,0
102570,42,62919,99712,28,751,3,1
102571,63,103521,19925,30,441,2,1
102572,57,112905,91787,18,368,2,1
102573,53,103400,88184,19,388,0,1
102574,23,108150,25108,22,435,4,1
102575,39,78446,81515,26,822,1,1
102576,43,72428,73258,29,741,3,0
102577,49,67894,10355,20,337,0,0
102578,50,101149,51069,34,507,4,1
102579,59,26447,99335,6,509,4,0
102580,64,25499,59471,21,812,4,1
102581,45,59041,37705,9,659,1,1
102582,57,51315,48909,22,300,2,0
102583,28,21299,93606,14,680,0,1
102584,62,140506,58739,29,836,1,1
102585,36,125005,81820,33,693,3,1
102586,28,24994,92273,12,349,1,1
102587,21,115414,28241,3,695,3,1
102588,64,101163,32414,17,331,3,0
102589,25,146759,55818,22,844,4,1
102590,23,27489,25895,32,533,1,1
102591,21,111647,97307,33,325,2,1
102592,24,52355,67409,33,733,3,1
102593,60,93805,60324,35,360,4,0
102594,55,88367,71920,34,740,2,0
102595,52,129906,58555,16,429,1,1
102596,62,137409,70453,27,653,2,1
102597,54,97355,27689,13,497,1,1
102598,63,136220,69356,33,670,3,0
102599,45,110349,98011,10,446,0,1
102600,30,107173,13252,12,797,0,0
102601,41,21996,35844,32,347,3,1
102602,59,139999,28365,1,471,2,0
102603,47,64387,11026,33,614,1,0
102604,47,134965,33523,28,675,0,1
102605,22,23089,15482,36,832,1,0
102606,61,118827,53888,3,719,3,0
102607,33,40659,55110,11,695,2,1
102608,29,65178,95644,25,821,1,1
102609,56,140053,5493,27,486,2,1
102610,42,115965,61194,2,332,0,0
102611,62,101268,87001,19,368,1,0
102612,46,105042,44767,9,490,4,0
102613,32,126471,34550,17,400,0,0
102614,37,90726,18833,26,784,2,1
102615,34,90111,7970,30,584,3,0
102616,34,126031,87681,26,689,4,1
102617,54,133682,54177,0,459,1,0
102618,40,54565,72342,5,346,0,1
102619,31,120435,76200,10,458,1,1
102620,36,109242,66501,33,745,1,1
102621,51,133204,33900,38,822,4,0
102622,26,149642,19126,19,454,4,0
102623,39,42884,75690,20,638,4,0
102624,57,37199,92744,20,664,4,1
102625,24,80038,84303,17,447,3,1
102626,24,77786,90579,20,443,2,0
102627,40,129636,52994,18,402,4,1
102628,30,124970,72061,3,392,0,0
102629,44,69294,21978,12,585,1,0
102630,55,98015,61344,17,723,4,1
102631,46,54178,51648,28,418,0,0
102632,57,32665,6055,24,328,3,0
102633,58,149604,80582,12,810,0,0
102634,41,20534,86214,26,329,0,1
102635,60,111828,49876,18,665,3,0
102636,59,56132,97160,0,437,3,1
102637,41,135720,43725,37,774,1,1
102638,30,56110,10255,18,691,4,1
102639,58,78754,79947,0,734,0,1
102640,24,83580,58380,39,533,2,1
102641,40,42469,58333,16,354,2,1
102642,37,84016,47459,20,591,1,0
102643,27,66233,41163,21,611,2,1
102644,24,122804,38971,14,847,1,1
102645,49,149863,70149,38,388,4,1
102646,34,86708,89730,38,511,1,1
102647,23,78232,24476,31,617,3,1
102648,44,113450,73580,3,764,3,1
102649,57,106437,91593,31,386,3,0
102650,36,126311,74050,3,708,3,0
102651,24,54409,80526,0,539,3,1
102652,44,135159,12507,32,356,3,1
102653,54,39324,75393,6,412,3,1
102654,50,28738,17118,8,369,3,1
102655,38,123030,55529,0,483,3,1
102656,39,130093,73682,15,575,4,0
102657,51,44054,96937,17,532,3,1
102658,39,49709,59176,5,353,1,0
102659,39,129321,96713,1,556,4,1
102660,42,105643,9414,8,389,2,1
102661,44,148805,88030,3,734,0,0
102662,32,20363,90973,22,707,4,1
102663,50,30358,67137,7,568,3,1
102664,58,121613,8937,38,665,4,1
102665,51,135233,41731,24,650,0,1
102666,56,23240,91862,15,598,0,1
102667,39,92201,43665,34,458,3,1
102668,56,65689,79510,16,786,3,1
102669,50,21936,22500,17,825,1,1
102670,53,132272,6750,26,654,0,1
102671,38,111074,70018,14,700,3,1
102672,48,63965,9027,16,704,0,0
102673,31,97534,10745,4,395,1,0
102674,53,20882,66731,15,691,2,1
102675,37,40224,91984,14,651,0,0
102676,26,125227,33451,33,587,1,0
102677,24,143750,98743,18,822,1,1
102678,40,139299,76474,7,461,1,0
102679,47,145865,66536,9,481,4,1
102680,35,132012,17150,4,848,3,1
102681,26,143745,18406,25,381,0,1
102682,34,50825,24781,21,823,4,1
102683,31,90740,62417,22,303,0,0
102684,59,48885,23325,12,794,4,1
102685,29,60056,73684,8,350,3,1
102686,46,23203,99415,19,560,1,0
102687,36,80241,78469,27,433,0,1
102688,25,22244,14436,36,661,1,1
102689,30,118322,22669,23,516,3,0
102690,23,135329,77010,32,367,0,1
102691,33,88619,81764,19,442,2,0
102692,63,41584,6843,29,645,2,1
102693,50,28521,70609,8,493,2,1
102694,26,70017,55812,16,545,3,0
102695,37,53541,21059,35,613,2,1
102696,39,49063,91269,13,683,0,1
102697,62,90268,45768,18,576,2,1
102698,55,145234,30395,6,371,0,1
102699,46,146218,25202,2,428,3,0
102700,25,138206,18273,32,657,1,1
102701,49,84952,53889,31,824,4,1
102702,57,113054,78048,10,519,2,0
102703,40,59563,98767,1,305,4,1
102704,41,59752,93810,25,527,1,0
102705,30,115233,50510,3,316,3,1
102706,25,22567,92945,16,311,3,1
102707,56,36121,75649,16,798,1,1
102708,26,21674,7881,27,801,4,0
102709,46,96411,50913,29,369,2,1
102710,24,129876,89785,39,407,0,1
102711,59,86275,70037,22,500,3,1
102712,59,87081,67457,23,351,1,0
102713,55,49140,40343,28,848,4,1
102714,21,145139,67389,3,558,2,0
102715,44,29327,83250,37,781,4,1
102716,56,90663,13656,28,563,2,1
102717,26,43331,10741,18,602,0,0
102718,61,43004,21661,26,424,0,1
102719,64,127369,33690,28,569,1,0
102720,51,139243,37833,35,779,1,1
102721,40,30492,76240,34,431,2,1
102722,44,74797,82711,5,301,2,1
102723,45,78095,62141,22,414,2,0
102724,56,33749,83232,38,780,2,1
102725,41,83217,44023,7,300,0,0
102726,50,109044,45209,1,630,1,1
102727,44,29045,98590,12,690,1,1
102728,64,40116,91612,39,442,3,1
102729,62,38667,85522,20,627,1,1
102730,50,95057,19440,30,676,1,1
102731,42,94205,12960,35,389,4,0
102732,48,47302,27462,37,341,4,1
102733,27,31283,22821,26,334,3,0
102734,55,50935,62772,35,793,2,1
102735,48,92534,32258,22,423,3,0
102736,34,114342,97889,20,356,3,1
102737,30,51624,93952,12,755,0,1
102738,36,33440,67524,36,534,1,1
102739,36,131001,27115,25,691,0,1
102740,51,66501,51433,39,791,1,1
102741,62,107333,95504,6,642,3,1
102742,45,21269,93267,38,475,1,1
102743,33,27868,93321,21,351,2,0
102744,26,50251,84364,38,849,2,1
102745,64,97909,75077,22,777,3,1
102746,29,104523,45644,29,788,4,1
102747,56,58729,67643,17,304,2,1
102748,63,35734,18311,17,508,3,1
102749,40,62429,35531,9,516,0,0
102750,38,61337,19588,38,835,4,0
102751,63,60325,54416,29,641,2,1
102752,41,103600,17380,25,700,3,1
102753,24,82514,47645,6,761,3,1
102754,53,28433,22818,6,510,0,0
102755,47,133957,35857,4,325,0,1
102756,27,29111,26711,0,551,4,1
102757,26,123986,10097,17,302,2,0
102758,35,83753,33393,12,301,3,1
102759,38,133783,27076,24,301,4,1
102760,52,100583,89274,39,449,4,1
102761,31,93620,62609,7,303,0,0
102762,40,41751,34317,9,796,3,1
102763,44,36453,63480,31,849,1,0
102764,35,105844,12044,16,767,0,0
102765,27,58968,76033,37,369,3,0
102766,41,50077,60486,14,500,4,1
102767,62,128582,60162,14,607,4,0
102768,46,54775,84287,39,551,2,1
102769,64,78144,34882,19,586,1,1
102770,34,68570,59078,14,591,0,1
102771,57,66097,63734,34,453,2,1
102772,41,44503,48826,5,432,2,0
102773,38,22779,92985,29,573,1,0
102774,25,106840,49028,7,808,0,0
102775,23,20755,56331,30,652,0,1
102776,43,59263,37543,31,304,4,0
102777,46,128491,34362,14,592,0,0
102778,57,75087,32315,17,659,2,1
102779,44,62281,32746,12,513,4,1
102780,39,71482,15057,23,705,0,1
102781,45,74857,47915,39,735,1,1
102782,41,142989,26061,13,314,2,0
102783,32,37400,56370,27,572,3,0
102784,61,60115,39157,10,344,1,0
102785,53,34249,16322,5,711,1,1
102786,24,133183,74812,24,486,0,1
102787,62,66825,82842,0,469,4,1
102788,27,130361,39017,24,700,4,1
102789,42,44600,61792,1,545,2,1
102790,53,57706,32742,31,342,0,0
102791,37,39222,69808,12,478,4,1
102792,44,119041,22629,32,756,3,1
102793,54,124504,13245,31,834,0,1
102794,48,61139,48870,23,543,0,1
102795,63,134919,69829,26,316,4,0
102796,61,136605,15588,3,411,1,0
102797,59,61302,5442,23,846,0,1
102798,42,114684,82339,22,329,1,0
102799,37,107838,45721,28,491,2,1
102800,54,88159,42145,33,736,2,0
102801,26,28646,15599,20,478,4,1
102802,26,33543,77594,29,773,2,1
102803,54,114496,87742,25,433,4,1
102804,21,148212,82430,19,611,4,1
102805,30,42785,7939,15,324,1,0
102806,41,98353,27149,2,670,1,1
102807,25,51406,71567,36,824,2,0
102808,22,108992,15208,39,618,1,1
102809,42,71428,71098,24,529,0,0
102810,22,43777,54492,22,401,3,1
102811,30,77939,25951,0,749,0,0
102812,54,73026,53920,32,677,0,0
102813,36,106450,51766,14,502,4,1
102814,59,49553,62014,16,566,3,1
102815,42,43548,33351,33,761,4,1
102816,32,83221,89216,16,664,1,0
102817,44,57265,54386,3,403,1,0
102818,60,145549,92122,12,410,3,1
102819,58,60701,14308,3,727,2,1
102820,30,71287,64252,6,768,1,0
102821,55,26727,80145,8,549,0,1
102822,52,130460,88211,22,781,3,0
102823,27,70717,33064,32,630,3,1
102824,41,52427,58879,32,500,1,1
102825,40,36692,13720,19,753,1,0
102826,46,51625,47940,3,803,4,1
102827,24,44918,84993,0,845,4,1
102828,42,126931,73475,33,410,0,1
102829,35,61136,52113,26,843,3,1
102830,60,134826,53926,20,508,2,0
102831,41,134881,43203,23,332,2,1
102832,35,72409,93901,14,406,3,1
102833,42,35577,10392,34,564,0,0
102834,48,105155,30905,24,525,4,0
102835,34,131776,78508,8,786,4,0
102836,47,119246,55385,16,478,4,0
102837,61,122924,35653,20,521,2,1
102838,60,146759,96865,12,669,2,1
102839,48,140408,89720,2,466,0,1
102840,46,101731,19799,3,599,2,0
102841,22,47689,65103,3,680,1,0
102842,45,31154,20052,27,334,2,1
102843,23,124657,11044,6,706,4,0
102844,28,114948,24871,25,801,0,0
102845,64,41341,94303,10,613,3,1
102846,53,117554,25234,23,400,3,1
102847,62,94681,26381,9,514,0,1
102848,55,127798,22274,36,361,1,1
102849,26,66330,92840,12,668,3,1
102850,59,138069,88108,38,667,4,0
102851,43,107759,54892,18,393,3,1
102852,45,88416,55521,18,768,3,0
102853,63,145067,96501,11,325,4,1
102854,39,106807,88920,21,734,2,0
102855,25,53313,88391,36,420,1,0
102856,31,66900,22920,29,349,4,0
102857,32,98840,21702,11,335,4,1
102858,30,54695,6894,28,709,0,1
102859,28,50225,35985,20,588,1,1
102860,44,106072,33287,10,678,2,1
102861,48,116367,78527,36,399,4,1
102862,61,69156,20439,17,623,2,1
102863,56,97209,99620,26,628,4,1
102864,57,107453,47235,36,520,4,0
102865,41,47829,32659,11,409,0,1
102866,28,100908,29976,22,448,3,0
102867,29,45938,87643,33,705,1,1
102868,35,79164,72865,37,709,0,1
102869,60,74530,73306,22,428,2,1
102870,38,140921,61697,24,783,4,0
102871,62,88199,75382,3,407,4,0
102872,40,80282,21651,29,688,1,0
102873,26,67801,54044,29,724,0,1
102874,32,29465,19633,12,746,0,1
102875,22,23326,84164,13,367,2,1
102876,27,23659,5569,7,365,0,1
102877,36,80289,64900,23,803,0,0
102878,23,47594,72509,17,803,3,0
102879,23,135819,38038,34,620,1,1
102880,47,24763,54088,24,746,0,0
102881,63,108657,78177,16,509,2,1
102882,60,30828,79466,31,669,4,1
102883,58,67588,77216,23,757,0,1
102884,53,31221,71793,6,462,0,1
102885,48,31211,78786,12,631,4,1
102886,21,33569,43138,26,649,3,1
102887,28,116894,68310,4,767,1,0
102888,57,57860,33757,35,725,3,1
102889,52,91558,75394,25,626,2,1
102890,63,65337,84027,30,405,0,1
102891,57,72311,95830,9,554,3,0
102892,24,33515,61151,25,657,1,1
102893,50,91695,54272,21,743,2,0
102894,26,142006,11908,11,412,3,1
102895,39,131527,15844,31,329,0,1
102896,52,126749,56455,26,823,1,1
102897,29,107227,73447,32,345,0,1
102898,32,44904,79527,19,470,0,0
102899,31,79935,82108,38,429,2,1
102900,36,63790,48066,39,652,1,1
102901,21,88580,45004,12,502,4,1
102902,41,95148,43333,13,525,0,1
102903,50,25636,88029,39,379,1,1
102904,33,97129,44697,21,609,0,0
102905,54,134483,22634,17,334,3,0
102906,24,22892,29561,28,460,3,1
102907,48,41672,23033,15,734,1,1
102908,58,25812,77887,34,837,2,1
102909,51,116621,60063,33,524,4,1
102910,47,148177,30921,2,745,3,0
102911,25,20654,24340,3,616,2,0
102912,45,74633,67781,4,713,4,1
102913,23,37143,19901,9,394,3,1
102914,53,75934,15638,28,524,4,0
102915,24,87334,43596,31,365,0,0
102916,45,123463,91914,30,696,1,0
102917,40,145851,49324,1,509,3,1
102918,54,49087,93356,11,773,3,1
102919,46,31618,95596,26,789,0,1
102920,25,28446,37642,4,479,3,1
102921,55,107182,30378,36,823,3,1
102922,48,122127,55867,26,758,3,0
102923,49,68867,78686,22,367,3,1
